,NameOfJob,NameOfBusiness,Location,JobType,Salary,Skills,WorkType,Duration,URL
531,Associate Software Engineer (Python),Sky,Isleworth,Data Scientist,0,"['ai', 'llm', 'machine learning', 'agile', 'pytorch', 'r', 'tensorflow', 'nlp', 'ml', 'pandas', 'python', 'numpy', 'c', 'docker']",Hybrid,Full-time,4301555195
532,Data Engineer - Level 5 Apprenticeship,Graphics Unlimited (Vic) Pty Ltd,Sheffield,Data Scientist,0,"['python', 'aws', 'innovation']",Hybrid,Internship,4297019985
533,Data Engineer - Level 5 Apprenticeship,Graphics Unlimited (Vic) Pty Ltd,Sheffield,Data Scientist,0,"['python', 'aws', 'innovation']",Hybrid,Internship,4297019985
534,Junior Data Engineer - Financial Data Platform,Spotify,London,Data Scientist,0,"['spark', 'sql', 'analytical', 'collaboration']",empty,Full-time,4225329620
535,Junior Data Engineer - Financial Data Platform,Spotify,London,Data Scientist,0,"['spark', 'sql', 'analytical', 'collaboration']",empty,Full-time,4225329620
536,Machine Learning Engineer,"City St George’s, University of London",Islington,Data Scientist,0,"['pytorch', 'tensorflow', 'innovation', 'python', 'collaboration']",On-site,Full-time,4300317747
537,Machine Learning Engineer,"City St George’s, University of London",Islington,Data Scientist,0,"['pytorch', 'tensorflow', 'innovation', 'python', 'collaboration']",On-site,Full-time,4300317747
538,"Software Engineer, Summer Intern Uk",Bending Spoons,United Kingdom,Data Scientist,0,"['python', 'ci/cd', 'ambitious', 'docker']",Remote,Internship,4301384790
539,"Software Engineer, Summer Intern Uk",Bending Spoons,United Kingdom,Data Scientist,0,"['python', 'ci/cd', 'ambitious', 'docker']",Remote,Internship,4301384790
540,Technology Data Intern,Creative Artists Agency,London,Data Scientist,0,"['passion', 'data analysis', 'analytical', 'machine learning', 'tableau', 'innovation', 'c', 'collaboration']",empty,Full-time,4301563462
541,Technology Data Intern,Creative Artists Agency,London,Data Scientist,0,"['passion', 'data analysis', 'analytical', 'machine learning', 'tableau', 'innovation', 'c', 'collaboration']",empty,Full-time,4301563462
542,Junior Software Engineer,BlakBear,London Area,Data Scientist,32000.0,"['ai', 'data analysis', 'machine learning', 'ambitious', 'react', 'r', 'sql', 'innovation', 'python']",On-site,Full-time,4302007301
543,Junior Software Engineer,BlakBear,London Area,Data Scientist,32000.0,"['ai', 'data analysis', 'machine learning', 'ambitious', 'react', 'r', 'sql', 'innovation', 'python']",On-site,Full-time,4302007301
544,Python Developer - Fully Remote,"Keller Williams Realty, Old Town Alexandria, VA",City Of London,Data Scientist,0,"['python', 'django', 'html', 'css']",Remote,Full-time,4288619402
545,Python Developer - Fully Remote,"Keller Williams Realty, Old Town Alexandria, VA",City Of London,Data Scientist,0,"['python', 'django', 'html', 'css']",Remote,Full-time,4288619402
546,Graduate Software Developer,TPP,Leeds,Data Scientist,0,"['degree', 'ai', 'agile']",On-site,Full-time,4291086027
547,Graduate Software Developer,TPP,Leeds,Data Scientist,0,"['degree', 'ai', 'agile']",On-site,Full-time,4291086027
548,Campus - Internship Programme - Undergraduate Tech,American Express,London,Data Scientist,0,"['machine learning', 'react', 'innovation', 'python', 'c', 'degree']",Hybrid,Internship,4301571812
549,Software Engineer Intern - Summer 2026,XTX Markets,London Area,Data Scientist,0,"['agile', 'machine learning']",On-site,Internship,4292779589
550,Software Engineering Intern,G-Research,London Area,Data Scientist,0,"['c', 'analytical']",On-site,Internship,4296237543
551,Associate Engineer (Liverpool/Hybrid),Believe,Liverpool,Data Scientist,0,"['passion', 'aws', 'typescript', 'sql', 'web development', 'c', 'degree']",empty,Full-time,4297778163
552,DevOps Intern,WillHire,United Kingdom,Data Scientist,0,"['ai', 'passion', 'analytical', 'azure', 'aws', 'gitlab', 'github', 'ml', 'python', 'ci/cd', 'docker']",Remote,Internship,4299588927
553,Data Insight Analyst,Diabetes UK,London,Data Scientist,0,[],Hybrid,Full-time,4296874999
554,Software Engineering Graduate Programme,FDM Group,Leeds,Data Scientist,0,"['degree', 'aws', 'agile']",Hybrid,Full-time,4292741890
555,Software Development Engineer,American Express Global Business Travel,United Kingdom,Data Scientist,0,"['asp.net', 'azure', 'c#', 'agile', 'react', 'typescript', 'html', 'css', 'sql', 'ci/cd', 'c']",Remote,Full-time,4289659045
556,Product Security Engineer (University Grad),Meta,London,Data Scientist,0,"['degree', 'masters', 'python']",empty,Full-time,4267802056
557,"BCG X AI Engineer Internship, United Kingdom",Boston Consulting Group (BCG),London,Data Scientist,0,"['spark', 'ai', 'passion', 'problem solver', 'python', 'degree']",empty,Internship,4152198174
558,"BCG X AI Engineer Internship, United Kingdom",Boston Consulting Group (BCG),London,Data Scientist,0,"['spark', 'ai', 'passion', 'problem solver', 'python', 'degree']",empty,Internship,4152198174
559,"Intern, Quantum Solutions (PDEs)",PsiQuantum,Daresbury,Data Scientist,0,"['passion', 'analytical', 'degree', 'github']",empty,Internship,4255010052
560,Summer Intern Security Consultant,BAE Systems Digital Intelligence,London,Data Scientist,0,['degree'],Hybrid,Full-time,4301775465
561,CRM Associate,Lottie,London,Data Scientist,34000.0,"['ambitious', 'c', 'ai']",Hybrid,Full-time,4294673237
562,Software Engineering Intern (Data Platform) - Summ,XTX Markets,London Area,Data Scientist,0,"['typescript', 'machine learning']",On-site,Internship,4292779683
563,Software Engineering Intern (Data Platform) - Summ,XTX Markets,London Area,Data Scientist,0,"['typescript', 'machine learning']",On-site,Internship,4292779683
564,Marketing Assistant,Bullseye Group Sheffield,Sheffield,Data Scientist,0,[],On-site,Full-time,4262224502
565,Expressions of interest (UK),Octopus Deploy,Greater London,Data Scientist,0,['agile'],Remote,Full-time,4196956685
566,Engineering Software Industrial Placement,Mercedes-AMG PETRONAS Formula One Team,Brackley,Data Scientist,0,"['passion', 'analytical', 'r', 'python', 'degree', 'masters']",empty,Full-time,4301329565
567,Red Bull Student Marketeer Liverpool,Red Bull,Liverpool,Data Scientist,0,[],On-site,Part-time,4197397276
568,Red Bull Student Marketeer Liverpool,Red Bull,Liverpool,Data Scientist,0,[],On-site,Part-time,4197397276
569,2026 Summer Internship - GOTO (Technology) - Londo,UBS,London,Data Scientist,0,"['ai', 'passion', 'ambitious', 'degree', 'collaboration']",On-site,Full-time,4293700171
570,2026 Summer Internship - GOTO (Technology) - Londo,UBS,London,Data Scientist,0,"['ai', 'passion', 'ambitious', 'degree', 'collaboration']",On-site,Full-time,4293700171
571,Campus - Internship Programme - Undergraduate ICS ,American Express,Brighton,Data Scientist,0,"['passion', 'ambitious', 'excel', 'innovation', 'degree', 'collaboration']",Hybrid,Internship,4301587119
572,Engineer - Entry Level RUST Developer,Magnite,Belfast,Data Scientist,0,"['passion', 'agile', 'innovation', 'c', 'degree', 'collaboration']",Hybrid,Full-time,4295707042
573,E.ON Degree Apprenticeship Programme - Register yo,E.ON UK,Nottingham,Data Scientist,0,['degree'],Hybrid,Full-time,4299552368
574,Analytical Lab Analyst,Imperial Brands PLC,Liverpool,Data Scientist,0,"['analytical', 'collaboration', 'innovation']",On-site,Full-time,4297501674
575,Junior Web Developer,The 10 Group,London,Data Scientist,0,"['html', 'css', 'web development']",empty,Part-time,4286246666
576,Data Scientist,UiPath,Manchester,Data Scientist,0,"['ai', 'passion', 'data analysis', 'machine learning', 'relational databases', 'r', 'sql', 'innovation', 'python']",empty,Full-time,4293686953
577,Data Scientist,Cint,London,Data Scientist,0,"['spark', 'analytical', 'machine learning', 'sql', 'innovation', 'python', 'degree', 'collaboration']",Remote,Full-time,4282189218
578,Graduate AI & Software Engineer,Reply,Manchester Area,Data Scientist,0,"['ai', 'machine learning', 'azure', 'aws', 'ml', 'degree']",Hybrid,Full-time,4285855876
579,Computer Vision Specialist - AI Trainer,Invisible Expert Marketplace,Wideopen,Data Scientist,0,"['ai', 'analytical', 'degree']",Remote,Contract,4294905633
580,Graduate Data Analyst (Water Demand),United Utilities,Warrington,Data Scientist,0,"['data analysis', 'analytical', 'azure', 'excel', 'sql', 'innovation', 'degree', 'masters']",On-site,Full-time,4300884285
581,"Software Engineer, Summer Intern Uk",Bending Spoons,Cambridge,Data Scientist,0,"['python', 'ci/cd', 'ambitious', 'docker']",Hybrid,Internship,4301380840
582,Junior Machine Learning Engineer (6 Months Fixed T,RAPP,London,Data Scientist,0,"['ai', 'data analysis', 'machine learning', 'aws', 'sql', 'pandas', 'python', 'degree']",Hybrid,Full-time,4263268799
583,Junior Machine Learning Engineer (6 Months Fixed T,RAPP,London,Data Scientist,0,"['ai', 'data analysis', 'machine learning', 'aws', 'sql', 'pandas', 'python', 'degree']",Hybrid,Full-time,4263268799
584,Analytical Laboratory Opportunities,Almac Group,Craigavon,Data Scientist,0,"['analytical', 'degree']",Hybrid,Full-time,4298244874
585,Analytical Laboratory Opportunities,Almac Group,Craigavon,Data Scientist,0,"['analytical', 'degree']",Hybrid,Full-time,4298244874
586,Work at Scarlet,Scarlet,London,Data Scientist,0,"['ai', 'innovation']",80000.0,Full-time,4278225418
587,Social Media Marketing Intern,MetBrains,United Kingdom,Data Scientist,0,['collaboration'],Remote,Internship,4297752830
588,Trainee Insolvency Adminsitrator,Begbies Traynor Group,Leeds,Data Scientist,0,[],On-site,Full-time,4299351171
589,Graduate Software Engineer,Sagentia Innovation,Cambridge,Data Scientist,0,"['c#', 'ambitious', 'agile', 'innovation', 'python', 'c', 'degree']",On-site,Full-time,4296457616
590,Ensoft - Early in Career /Graduate Software Engine,Cisco,Harpenden,Data Scientist,0,"['passion', 'innovation']",empty,Full-time,4300916819
591,Fellow,TIME,London,Data Scientist,0,"['c', 'degree', 'innovation']",Hybrid,Full-time,4295957293
592,Network Analyst,Northern Gas Networks,Sunderland,Data Scientist,35700,"['ambitious', 'degree', 'collaboration']",On-site,Full-time,4299253470
593,"Volunteer Copywriting, Website & Data Support Volu",Alzheimer's and Dementia Support Services,Northfleet,Data Scientist,0,['web development'],Remote,Volunteer,4282815863
594,Senior Network Engineer - Runescape: Dragonwilds,Jagex,Cambridge,Data Scientist,0,"['passion', 'c++', 'c#', 'ambitious', 'python', 'collaboration']",Remote,Full-time,4296085791
595,Intern- Digital Field Marketing,Marriott International,London,Data Scientist,0,"['excel', 'degree']",On-site,Internship,4301334326
596,Register your interest in Supply Chain Opportuniti,Coca-Cola Europacific Partners,East Kilbride,Data Scientist,0,[],empty,Full-time,4300163393
597,Audience Growth Strategist,Newsweek,United Kingdom,Data Scientist,0,"['ai', 'collaboration']",Remote,Full-time,4275975672
598,Network Engineer - Remote,C42 Engineering,London,Data Scientist,0,"['passion', 'collaboration', 'azure']",Remote,Full-time,4293215345
599,Chemist,Ecolab,Andover,Data Scientist,0,"['analytical', 'degree', 'r']",On-site,Full-time,4271026854
600,Graduate Data Scientist,WHSmith,London Area,Data Scientist,0,"['power bi', 'bi', 'passion', 'analytical', 'tableau', 'machine learning', 'ambitious', 'r', 'sql', 'innovation', 'data visualisation', 'python', 'degree']",Hybrid,Full-time,4301236893
601,Data Scientist,Cint,London,Data Scientist,0,"['spark', 'data analysis', 'analytical', 'machine learning', 'sql', 'innovation', 'python', 'degree', 'collaboration']",Remote,Full-time,4299767308
602,Python Developer,Global,London,Data Scientist,0,"['passion', 'django', 'agile', 'aws', 'python', 'docker']",empty,Full-time,4289482678
603,Bioinformatician / Senior Bioinformatician (Crossl,Minderoo Centre for Technology and Democracy,Cambridge,Data Scientist,0,"['ai', 'data analysis', 'r']",On-site,Full-time,4298723694
604,Graduate/Junior Tools Programmer (Games),Blazing Griffin,Glasgow,Data Scientist,0,"['c#', 'passion', 'degree', 'python']",On-site,Part-time,4251172877
605,WordPress Developer,Xterna ,Manchester,Data Scientist,0,"['ai', 'passion', 'html', 'css', 'web development', 'collaboration']",empty,Contract,4296645956
606,Category Analyst,Greggs,Newcastle Upon Tyne,Data Scientist,28000,"['power bi', 'ai', 'passion', 'bi', 'analytical', 'r', 'excel', 'python', 'degree']",Hybrid,Full-time,4299536265
607,Consulting Digital Careers - Graduate - Manchester,RSM UK,Manchester,Data Scientist,0,"['ai', 'passion', 'analytical', 'innovation', 'degree']",Hybrid,Full-time,4293544526
608,Consulting Digital Careers - Graduate - Manchester,RSM UK,Manchester,Data Scientist,0,"['ai', 'passion', 'analytical', 'innovation', 'degree']",Hybrid,Full-time,4293544526
609,Backend Engineer - Subscriptions,Spotify,London,Data Scientist,0,['collaboration'],empty,Full-time,4297554804
610,Backend Engineer - Subscriptions,Spotify,London,Data Scientist,0,['collaboration'],empty,Full-time,4297554804
611,Health Sciences Specialist – AI Trainer,Invisible Expert Marketplace,Wideopen,Data Scientist,0,"['ai', 'degree']",Remote,Contract,4225733975
612,Health Sciences Specialist – AI Trainer,Invisible Expert Marketplace,Wideopen,Data Scientist,0,"['ai', 'degree']",Remote,Contract,4225733975
613,Cofounder of a climatech startup - Engineer,Carbon13,United Kingdom,Data Scientist,0,[],Remote,Full-time,4232756225
614,Cofounder of a climatech startup - Engineer,Carbon13,United Kingdom,Data Scientist,0,[],Remote,Full-time,4232756225
615,IT Trackside Engineer,Aston Martin F1 Team,Silverstone,Data Scientist,0,"['sql', 'azure']",On-site,Full-time,4298595396
616,"Graduate Analyst, Incident Response",S-RM,London,Data Scientist,0,[],Hybrid,Full-time,4260257056
617,Trainee Trading Standards Officer (Apprentice) CDC,Doncaster Council,Doncaster,Data Scientist,0,['ambitious'],On-site,Full-time,4296445071
618,Register Your Interest - Intern,Arm,Sheffield,Data Scientist,0,['degree'],Hybrid,Full-time,4289486185
619,London Full Time Stock Controller,Louis Vuitton,London,Data Scientist,0,[],On-site,Full-time,4302010524
620,Intern - IT,Panasonic Appliances Refrigeration Systems de Méxi,Newry Mourne And Down,Data Scientist,0,"['analytical', 'degree', 'innovation', 'r']",On-site,Full-time,4301690461
621,PhD Peer Reviewer needed: Professor of Computer Sc,"Fengkai Group Co., Limited",United Kingdom,Data Scientist,200,"['analytical', 'degree']",Remote,Part-time,4295534862
622,Clinical Research Coordinator,Civia Health,Tyne And Wear,Data Scientist,0,"['degree', 'collaboration', 'innovation']",On-site,Full-time,4296332675
623,Clinical Research Coordinator,Civia Health,Tyne And Wear,Data Scientist,0,"['degree', 'collaboration', 'innovation']",On-site,Full-time,4296332675
624,Product Development Technologist,Premier Foods,Worksop,Data Scientist,0,['degree'],On-site,Full-time,4278060886
625,🚀 Quantitative Trader,Crypto Trading Startup,United Kingdom,Data Scientist,0,"['python', 'c', 'data analysis', 'innovation']",Remote,Contract,4284769343
626,Software Engineer Intern (Winter 2026),Cohere,London,Data Scientist,0,"['ai', 'nlp', 'machine learning']",Remote,Internship,4297027675
627,Software Engineer,McLaren Racing,Woking,Data Scientist,0,"['data analysis', 'azure', 'agile', 'react', 'aws', 'r', 'typescript', 'gitlab', 'github', 'sql', 'web development', 'python', 'c', 'degree', 'docker']",Hybrid,Full-time,4300042601
628,KS5 Specialist Mathematics Tutor,MathsFlex Tutoring,United Kingdom,Data Scientist,0,"['excel', 'degree']",Remote,Part-time,4301782918
629,Graduate Software Engineer,Bending Spoons,Manchester,Data Scientist,0,"['python', 'ci/cd', 'ambitious', 'docker']",Hybrid,Full-time,4298624677
630,IT Operations Graduate Programme,FDM Group,Leeds,Data Scientist,0,['degree'],Hybrid,Full-time,4299530011
631,Mainfreight Development Programme Manchester,Mainfreight Europe,Manchester,Data Scientist,0,['degree'],On-site,Full-time,4112790612
632,Red Bull Student Marketeer - University of Leeds,Red Bull,Leeds,Data Scientist,0,[],On-site,Part-time,4168387365
633,Red Bull Student Marketeer - University of Leeds,Red Bull,Leeds,Data Scientist,0,[],On-site,Part-time,4168387365
634,Admin,VINCI Energies,Glasgow,Data Scientist,0,[],empty,Full-time,4298108117
635,Admin,VINCI Energies,Glasgow,Data Scientist,0,[],empty,Full-time,4298108117
636,Analytical Chemist,Kindeva Drug Delivery,Loughborough,Data Scientist,0,"['excel', 'analytical', 'degree']",On-site,Full-time,4294140035
637,Payroll Manager,Chester Zoo,Chester,Data Scientist,0,"['ambitious', 'excel']",Hybrid,Full-time,4288228432
638,Polymer Chemist,Systems Inc,Birmingham,Data Scientist,0,"['passion', 'analytical', 'degree']",On-site,Full-time,4282339991
639,Campus - Internship Programme - Undergraduate GMNS,American Express,London,Data Scientist,0,"['analytical', 'agile', 'innovation']",Hybrid,Internship,4301582241
640,Campus - Internship Programme - Undergraduate GMNS,American Express,London,Data Scientist,0,"['analytical', 'agile', 'innovation']",Hybrid,Internship,4301582241
641,Process Engineer,Flexible Medical Packaging Limited,Lancaster,Data Scientist,0,[],On-site,Full-time,4296459619
642,Microbiology Specialist – AI Trainer,Invisible Expert Marketplace,Wideopen,Data Scientist,0,['ai'],Remote,Contract,4277272588
643,Journalist - Hull X 2 Positions,BBC,Kingston Upon Hull,Data Scientist,0,"['c', 'innovation']",On-site,Full-time,4299973630
644,"CIMA Finance Graduate Programme, Arla - Leeds",Arla Foods,Leeds,Data Scientist,0,"['passion', 'analytical', 'innovation', 'degree', 'collaboration']",empty,Full-time,4294594543
645,M&A Internship (m/f/d) 2026,Dansk Merchant Capital A/S,London,Data Scientist,0,"['excel', 'analytical', 'degree']",On-site,Internship,4297704097
646,Vice-Chancellor,University of Bradford,Bradford,Data Scientist,0,"['agile', 'collaboration', 'innovation']",On-site,Full-time,4299407470
647,Race Strategy and Race Engineering Industrial Plac,Mercedes-AMG PETRONAS Formula One Team,Brackley,Data Scientist,0,"['python', 'analytical', 'masters']",empty,Full-time,4301327640
648,Remote Program Coordinator,Bloom with Narelle,London,Data Scientist,0,['spark'],empty,Remote,4291771383
649,Remote Program Coordinator,Bloom with Narelle,London,Data Scientist,0,['spark'],empty,Remote,4291771383
650,Junior Web Developer,The 10 Group,London,Machine Learning Engineer,0,"['html', 'css', 'web development']",empty,Part-time,4286246666
651,Artificial Intelligence Intern,Hireshire,United Kingdom,Machine Learning Engineer,0,"['bi', 'power bi', 'analytical', 'data analysis', 'tableau', 'azure', 'matplotlib', 'aws', 'sql', 'ml', 'pandas', 'python', 'numpy', 'github', 'docker']",Remote,Internship,4299548566
652,Data Scientist,BBC,Salford,Machine Learning Engineer,0,"['ai', 'machine learning', 'mlops', 'ml', 'python', 'c']",Hybrid,Full-time,4293948954
653,AI Engineer,Tenth Revolution Group,United Kingdom,Machine Learning Engineer,55000.0,"['ai', 'azure', 'aws', 'ml', 'python']",Remote,Full-time,4299205284
654,Junior Data Engineer - Revenue Platform,Spotify,London,Machine Learning Engineer,0,['agile'],empty,Full-time,4296657850
655,(Contract) Computer Vision / Machine Learning Engi,Isla Health | B Corp™,United Kingdom,Machine Learning Engineer,0,"['ai', 'pytorch', 'tensorflow', 'ml', 'python']",Remote,Contract,4302003046
656,Machine Learning Engineer,Latinx in AI (LXAI),York,Machine Learning Engineer,0,"['machine learning', 'azure', 'pandas', 'ml', 'python']",Hybrid,Full-time,4293099185
657,Machine Learning Engineer,Kingfisher plc,London,Machine Learning Engineer,0,"['ai', 'data analysis', 'machine learning', 'matplotlib', 'agile', 'nlp', 'ml', 'sql', 'python', 'pandas']",Hybrid,Full-time,4295006925
658,Machine Learning Engineer,"City St George’s, University of London",Islington,Machine Learning Engineer,0,"['pytorch', 'tensorflow', 'innovation', 'python', 'collaboration']",On-site,Full-time,4300317747
659,Machine Learning Engineer - Sports AI,Hawk-Eye Innovations Ltd,Bristol,Machine Learning Engineer,0,"['machine learning', 'aws', 'react', 'pytorch', 'r', 'typescript', 'mlops', 'github', 'ml', 'python', 'ci/cd', 'docker', 'collaboration']",On-site,Full-time,4300980233
660,AI Engineer,Natobotics ,Sheffield,Machine Learning Engineer,0,"['spark', 'ai', 'c++', 'analytical', 'machine learning', 'azure', 'aws', 'pytorch', 'tensorflow', 'nlp', 'ml', 'pandas', 'python', 'sql', 'degree']",On-site,Contract,4292634108
661,Associate Software Engineer (Python),Sky,Isleworth,Machine Learning Engineer,0,"['ai', 'llm', 'machine learning', 'agile', 'pytorch', 'r', 'tensorflow', 'nlp', 'ml', 'pandas', 'python', 'numpy', 'c', 'docker']",Hybrid,Full-time,4301555195
662,Machine Learning Engineer (AI Platform),OVO,United Kingdom,Machine Learning Engineer,0,"['ai', 'machine learning', 'azure', 'pytorch', 'tensorflow', 'excel', 'mlops', 'github', 'ml', 'python', 'collaboration']",Remote,Full-time,4294127587
663,AI/ML Engineer,interactive investor,Manchester,Machine Learning Engineer,0,"['ai', 'machine learning', 'pytorch', 'typescript', 'mlops', 'ml', 'pandas', 'docker', 'collaboration', 'problem solver', 'azure', 'tensorflow', 'innovation', 'aws', 'r', 'python', 'c++', 'agile', 'numpy']",On-site,Contract,4300980918
664,Machine Learning Engineer,Superduper,London,Machine Learning Engineer,0,"['problem solver', 'machine learning', 'aws', 'pytorch', 'tensorflow', 'mlops', 'nlp', 'innovation', 'ml', 'python', 'ci/cd', 'docker', 'collaboration']",Remote,Full-time,4278659550
665,Data Engineer - Level 5 Apprenticeship,Graphics Unlimited (Vic) Pty Ltd,Manchester,Machine Learning Engineer,0,"['python', 'aws', 'innovation']",Hybrid,Internship,4297035200
666,Software Engineer,The Walt Disney Company,Manchester,Machine Learning Engineer,0,"['ai', 'passion', 'azure', 'agile', 'react', 'aws', 'typescript', 'html', 'css', 'innovation', 'collaboration']",On-site,Full-time,4296955189
667,Applied AI Engineer,Fuse Energy,London,Machine Learning Engineer,0,"['ai', 'llm', 'machine learning', 'pytorch', 'tensorflow', 'nlp', 'ml', 'python']",Remote,Full-time,4279457680
668,Graduate AI & Software Engineer,Reply,Manchester Area,Machine Learning Engineer,0,"['ai', 'machine learning', 'azure', 'aws', 'ml', 'degree']",Hybrid,Full-time,4285855876
669,AI Engineer,Hastings Direct,East Sussex,Machine Learning Engineer,0,"['ai', 'machine learning', 'azure', 'ambitious', 'innovation', 'ml', 'python', 'ci/cd', 'collaboration']",Hybrid,Full-time,4301748913
670,AI Engineer,Nourish Care,Bournemouth,Machine Learning Engineer,0,"['ai', 'azure', 'aws', 'ml', 'innovation', 'python']",empty,Full-time,4279280191
671,AI Engineer,Xcede,United Kingdom,Machine Learning Engineer,45000.0,"['ai', 'llm', 'aws', 'mlops', 'python', 'degree']",Remote,Full-time,4288037254
672,Machine Learning Engineer,WORKBLISS,United Kingdom,Machine Learning Engineer,0,"['ai', 'postgresql', 'machine learning', 'aws', 'pytorch', 'pandas', 'ml', 'nlp', 'python', 'docker']",Remote,Contract,4300331063
673,Machine Learning Engineer,WORKBLISS,United Kingdom,Machine Learning Engineer,0,"['ai', 'postgresql', 'machine learning', 'aws', 'pytorch', 'pandas', 'ml', 'nlp', 'python', 'docker']",Remote,Contract,4300331063
674,Machine Learning Engineer,Fathom,Bristol,Machine Learning Engineer,0,"['machine learning', 'pytorch', 'tensorflow', 'mlops', 'github', 'ml', 'python']",Hybrid,Full-time,4284168565
675,Machine Learning Engineer - 3/4 Month Contract,Samsung Electronics UK,Staines-Upon-Thames,Machine Learning Engineer,0,"['ai', 'machine learning', 'pytorch', 'r', 'html', 'innovation', 'ml', 'python', 'numpy', 'c']",Hybrid,Full-time,4289783002
676,Machine Learning Engineer,Leonardo,Bristol,Machine Learning Engineer,0,"['spark', 'ai', 'machine learning', 'pytorch', 'tensorflow', 'mlops', 'nlp', 'sql', 'innovation', 'python', 'ci/cd']",Hybrid,Full-time,4253786668
677,Machine Learning Engineer - Sports AI,Hawk-Eye Innovations Ltd,London,Machine Learning Engineer,0,"['machine learning', 'aws', 'react', 'pytorch', 'r', 'typescript', 'mlops', 'github', 'ml', 'python', 'ci/cd', 'docker', 'collaboration']",On-site,Full-time,4300964802
678,Artificial Intelligence Engineer,Dunbar Brown Group,United Kingdom,Machine Learning Engineer,0,"['python', 'ai', 'llm', 'azure']",Remote,Full-time,4290663740
679,Data Engineer - Level 5 Apprenticeship,Graphics Unlimited (Vic) Pty Ltd,Newcastle Upon Tyne,Machine Learning Engineer,0,"['python', 'aws', 'innovation']",Hybrid,Internship,4297037145
680,Graduate AI & Machine Learning Engineer,Reply,London Area,Machine Learning Engineer,0,"['bi', 'ai', 'passion', 'machine learning', 'aws', 'pytorch', 'tensorflow', 'mlops', 'ml', 'python', 'degree']",Hybrid,Full-time,4288233461
681,Software Engineer - Remote,The Flex,Liverpool,Machine Learning Engineer,0,"['aws', 'react', 'python', 'ci/cd', 'collaboration']",Remote,Full-time,4301513585
682,Machine Learning Engineer,Jack and Jill,United Kingdom,Machine Learning Engineer,96000,"['ai', 'machine learning', 'aws', 'pytorch', 'tensorflow', 'mlops', 'sql', 'ml', 'python', 'collaboration']",Remote,Full-time,4288427530
683,Machine Learning Engineer,Jack and Jill,United Kingdom,Machine Learning Engineer,96000,"['ai', 'machine learning', 'aws', 'pytorch', 'tensorflow', 'mlops', 'sql', 'ml', 'python', 'collaboration']",Remote,Full-time,4288427530
684,Graduate AI Engineer,Scrumconnect Consulting,Staines-Upon-Thames,Machine Learning Engineer,0,"['ai', 'passion', 'data analysis', 'analytical', 'machine learning', 'azure', 'aws', 'pytorch', 'tensorflow', 'innovation', 'ml', 'python', 'c', 'degree']",Hybrid,Internship,4299269553
685,Graduate AI Engineer,Scrumconnect Consulting,Staines-Upon-Thames,Machine Learning Engineer,0,"['ai', 'passion', 'data analysis', 'analytical', 'machine learning', 'azure', 'aws', 'pytorch', 'tensorflow', 'innovation', 'ml', 'python', 'c', 'degree']",Hybrid,Internship,4299269553
686,Machine Learning Engineer,Corsearch,United Kingdom,Machine Learning Engineer,0,"['ai', 'analytical', 'machine learning', 'pytorch', 'tensorflow', 'nlp', 'innovation', 'ml']",Remote,Full-time,4263494985
687,Machine Learning Engineer,Corsearch,United Kingdom,Machine Learning Engineer,0,"['ai', 'analytical', 'machine learning', 'pytorch', 'tensorflow', 'nlp', 'innovation', 'ml']",Remote,Full-time,4263494985
688,Junior Machine Learning Engineer (6 Months Fixed T,RAPP,London,Machine Learning Engineer,0,"['ai', 'data analysis', 'machine learning', 'aws', 'sql', 'pandas', 'python', 'degree']",Hybrid,Full-time,4263268799
689,Junior Machine Learning Engineer (6 Months Fixed T,RAPP,London,Machine Learning Engineer,0,"['ai', 'data analysis', 'machine learning', 'aws', 'sql', 'pandas', 'python', 'degree']",Hybrid,Full-time,4263268799
690,ML Engineer,Barclays,London,Machine Learning Engineer,0,"['spark', 'ai', 'machine learning', 'agile', 'aws', 'ml', 'python', 'ci/cd', 'docker', 'collaboration']",empty,Full-time,4273815394
691,ML Engineer,Barclays,London,Machine Learning Engineer,0,"['spark', 'ai', 'machine learning', 'agile', 'aws', 'ml', 'python', 'ci/cd', 'docker', 'collaboration']",empty,Full-time,4273815394
692,Machine Learning and AI Engineer,NatureMetrics,London,Machine Learning Engineer,0,"['ai', 'machine learning', 'ambitious', 'pytorch', 'tensorflow', 'mlops', 'innovation', 'ml', 'python', 'collaboration']",Hybrid,Full-time,4278960067
693,Machine Learning and AI Engineer,NatureMetrics,London,Machine Learning Engineer,0,"['ai', 'machine learning', 'ambitious', 'pytorch', 'tensorflow', 'mlops', 'innovation', 'ml', 'python', 'collaboration']",Hybrid,Full-time,4278960067
694,Machine Learning Engineer,Baringa,London,Machine Learning Engineer,0,"['ai', 'llm', 'machine learning', 'azure', 'aws', 'pytorch', 'tensorflow', 'mlops', 'ml', 'innovation', 'python', 'ci/cd', 'degree', 'collaboration']",Hybrid,Full-time,4275437246
695,Machine Learning Engineer,Baringa,London,Machine Learning Engineer,0,"['ai', 'llm', 'machine learning', 'azure', 'aws', 'pytorch', 'tensorflow', 'mlops', 'ml', 'innovation', 'python', 'ci/cd', 'degree', 'collaboration']",Hybrid,Full-time,4275437246
696,Software Engineer - GammaLabs,Gamma,Manchester,Machine Learning Engineer,0,"['aws', 'react', 'typescript', 'html', 'css', 'innovation', 'sql', 'collaboration']",Hybrid,Full-time,4293116325
